iter	Passed	Remaining
1398	86860	37314
1399	86915	37249
1400	86966	37182
1401	87060	37134
1402	87212	37110
1403	87268	37045
1404	87324	36980
1405	87375	36913
1406	87430	36848
1407	87477	36780
1408	87526	36712
1409	87587	36650
1410	87642	36585
1411	87695	36519
1412	87740	36450
1413	87796	36385
1414	87849	36319
1415	87902	36253
1416	87957	36188
1417	88017	36125
1418	88075	36062
1419	88133	35998
1420	88186	35932
1421	88399	35931
1422	88491	35881
1423	88542	35815
1424	88600	35750
1425	88656	35686
1426	88706	35619
1427	88761	35554
1428	88815	35488
1429	88871	35424
1430	88933	35361
1431	89001	35302
1432	89069	35242
1433	89120	35176
1434	89172	35109
1435	89231	35046
1436	89287	34981
1437	89337	34914
1438	89390	34849
1439	89445	34784
1440	89507	34722
1441	89687	34705
1442	89741	34640
1443	89791	34573
1444	89853	34511
1445	89914	34448
1446	89978	34387
1447	90043	34326
1448	90106	34263
1449	90163	34199
1450	90226	34138
1451	90282	34073
1452	90338	34009
1453	90391	33943
1454	90451	33880
1455	90506	33815
1456	90555	33748
1457	90615	33685
1458	90672	33621
1459	90742	33562
1460	90908	33538
1461	90974	33477
1462	91035	33414
1463	91092	33350
1464	91151	33287
1465	91204	33221
1466	91260	33157
1467	91320	33094
1468	91374	33029
1469	91429	32964
1470	91486	32900
1471	91540	32835
1472	91599	32771
1473	91660	32709
1474	91709	32642
1475	91765	32577
1476	91812	32510
1477	91866	32445
1478	91931	32384
1479	92194	32392
1480	92257	32330
1481	92308	32264
1482	92378	32204
1483	92438	32141
1484	92498	32078
1485	92554	32014
1486	92607	31948
1487	92661	31883
1488	92718	31819
1489	92771	31754
1490	92833	31691
1491	92891	31628
1492	92947	31563
1493	93003	31499
1494	93066	31437
1495	93125	31373
1496	93181	31309
1497	93245	31247
1498	93408	31219
1499	93464	31154
1500	93521	31090
1501	93581	31027
1502	93640	30964
1503	93693	30898
1504	93748	30834
1505	93809	30771
1506	93866	30707
1507	93924	30643
1508	94002	30586
1509	94060	30523
1510	94119	30459
1511	94180	30396
1512	94236	30332
1513	94294	30269
1514	94354	30205
1515	94410	30141
1516	94600	30119
1517	94659	30056
1518	94708	29990
1519	94764	29925
1520	94826	29863
1521	94881	29798
1522	94937	29734
1523	94993	29669
1524	95049	29605
1525	95109	29542
1526	95165	29478
1527	95223	29414
1528	95274	29348
1529	95329	29284
1530	95387	29220
1531	95442	29155
1532	95499	29092
1533	95552	29027
1534	95615	28964
1535	95719	28915
1536	95844	28871
1537	95901	28807
1538	95957	28743
1539	96019	28681
1540	96079	28617
1541	96129	28552
1542	96182	28487
1543	96241	28423
1544	96297	28359
1545	96357	28296
1546	96408	28230
1547	96453	28163
1548	96514	28100
1549	96571	28036
1550	96624	27972
1551	96677	27906
1552	96731	27842
1553	96778	27775
1554	96845	27714
1555	96906	27651
1556	97160	27644
1557	97221	27581
1558	97274	27516
1559	97332	27452
1560	97388	27388
1561	97444	27324
1562	97500	27260
1563	97556	27196
1564	97609	27131
1565	97672	27068
1566	97728	27004
1567	97788	26941
1568	97836	26875
1569	97885	26809
1570	97940	26745
1571	98002	26682
1572	98066	26620
1573	98122	26556
1574	98207	26500
1575	98364	26463
1576	98421	26399
1577	98474	26334
1578	98534	26271
1579	98597	26209
1580	98653	26145
1581	98710	26081
1582	98757	26015
1583	98817	25952
1584	98887	25891
1585	98944	25827
1586	99004	25764
1587	99060	25700
1588	99114	25636
1589	99173	25572
1590	99229	25509
1591	99281	25443
1592	99327	25377
1593	99390	25315
1594	99563	25281
1595	99626	25218
1596	99680	25154
1597	99734	25089
1598	99790	25025
1599	99842	24960
1600	99894	24895
1601	99947	24830
1602	100008	24768
1603	100070	24705
1604	100128	24642
1605	100182	24577
1606	100241	24514
1607	100297	24450
1608	100346	24384
1609	100405	24321
1610	100464	24258
1611	100513	24193
1612	100576	24130
1613	100628	24066
1614	100807	24031
1615	100947	23987
1616	101001	23922
1617	101064	23860
1618	101129	23798
1619	101181	23734
1620	101234	23669
1621	101283	23603
1622	101342	23540
1623	101403	23477
1624	101454	23412
1625	101512	23349
1626	101568	23285
1627	101626	23221
1628	101676	23156
1629	101732	23092
1630	101793	23029
1631	101855	22967
1632	101921	22905
1633	102102	22869
1634	102169	22808
1635	102223	22744
1636	102273	22678
1637	102320	22613
1638	102373	22548
1639	102423	22483
1640	102481	22419
1641	102540	22356
1642	102595	22292
1643	102657	22229
1644	102716	22166
1645	102774	22103
1646	102822	22037
1647	102878	21973
1648	102934	21910
1649	102993	21847
1650	103048	21783
1651	103110	21720
1652	103194	21662
1653	103349	21619
1654	103414	21557
1655	103466	21492
1656	103523	21429
1657	103577	21365
1658	103637	21302
1659	103693	21238
